% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.644	1	1	65	5	16	14	775	0	0
0.645	1	2	65	6	10	20	1191	0	0
0.646	1	2	65	7	10	20	1191	0	0
0.647	1	2	65	8	10	14	775	0	0
0.648	1	2	65	9	10	14	775	0	0
0.649	1	1	65	10	16	10	469	0	0
0.65	1	1	66	1	16	10	469	0	0
0.651	1	2	66	2	10	18	967	0	0
0.652	1	2	66	3	10	18	967	0	0
0.653	1	2	66	4	10	12	597	0	0
0.654	1	2	66	5	10	12	597	0	0
0.655	1	4	66	6	1	18	967	0	0
0.656	1	4	66	7	1	18	967	0	0
0.657	1	2	66	8	10	14	775	0	0
0.658	1	2	66	9	10	14	775	0	0
0.659	1	2	66	10	10	18	967	0	0
0.66	1	2	67	1	10	18	967	0	0
0.661	1	2	67	2	10	14	775	0	0
0.662	1	2	67	3	10	14	775	0	0
0.663	1	1	67	4	16	14	775	0	0
0.664	1	1	67	5	16	14	775	0	0
0.665	1	1	67	6	16	12	597	0	0
0.666	1	1	67	7	16	12	597	0	0
0.667	1	2	67	8	10	20	1191	0	0
0.668	1	2	67	9	10	20	1191	0	0
0.669	1	1	67	10	16	14	775	0	0
0.67	1	1	68	1	16	14	775	0	0
0.671	1	1	68	2	16	14	775	0	0
0.672	1	1	68	3	16	14	775	0	0
0.673	1	1	68	4	16	8	421	0	0
0.674	1	1	68	5	16	8	421	0	0
0.675	1	2	68	6	10	18	967	0	0
0.676	1	2	68	7	10	18	967	0	0
0.677	1	2	68	8	10	16	903	0	0
0.678	1	2	68	9	10	16	903	0	0
0.679	1	3	68	10	15	20	1191	0	0
0.68	1	3	69	1	15	20	1191	0	0
0.681	1	1	69	2	16	14	775	0	0
0.682	1	1	69	3	16	14	775	0	0
0.683	1	1	69	4	16	12	597	0	0
0.684	1	1	69	5	16	12	597	0	0
0.685	1	1	69	6	16	12	597	0	0
0.686	1	1	69	7	16	12	597	0	0
0.687	1	1	69	8	16	18	967	0	0
0.688	1	1	69	9	16	18	967	0	0
0.689	1	1	69	10	16	16	903	0	0
0.69	1	1	70	1	16	16	903	0	0
0.691	1	1	70	2	16	16	903	0	0
0.692	1	1	70	3	16	16	903	0	0
0.693	1	1	70	4	16	8	421	0	0
0.694	1	1	70	5	16	8	421	0	0
0.695	1	1	70	6	16	8	421	0	0
0.696	1	1	70	7	16	8	421	0	0
0.697	1	1	70	8	16	14	775	0	0
0.698	1	1	70	9	16	14	775	0	0
0.699	1	1	70	10	16	12	597	0	0
0.7	1	1	71	1	16	12	597	0	0
0.701	1	1	71	2	16	8	421	0	0
0.702	1	1	71	3	16	8	421	0	0
0.703	1	3	71	4	15	18	967	0	0
0.704	1	3	71	5	15	18	967	0	0
0.705	1	2	71	6	10	14	775	0	0
0.706	1	2	71	7	10	14	775	0	0
0.707	1	1	71	8	16	10	469	0	0
0.708	1	1	71	9	16	10	469	0	0
0.709	1	1	71	10	16	12	597	0	0
0.71	1	1	72	1	16	12	597	0	0
0.711	1	2	72	2	10	16	903	0	0
0.712	1	2	72	3	10	16	903	0	0
0.713	1	3	72	4	15	18	967	0	0
0.714	1	3	72	5	15	18	967	0	0
0.715	1	1	72	6	16	12	597	0	0
0.716	1	1	72	7	16	12	597	0	0
0.717	1	1	72	8	16	10	469	0	0
0.718	1	1	72	9	16	10	469	0	0
0.719	1	2	72	10	10	20	1191	0	0
0.72	1	2	73	1	10	20	1191	0	0
0.721	1	2	73	2	10	22	1383	0	0
0.722	1	2	73	3	10	22	1383	0	0
0.723	1	2	73	4	10	12	597	0	0
0.724	1	2	73	5	10	12	597	0	0
0.725	1	2	73	6	10	12	597	0	0
0.726	1	2	73	7	10	12	597	0	0
0.727	1	2	73	8	10	18	967	0	0
0.728	1	2	73	9	10	18	967	0	0
0.729	1	2	73	10	10	14	775	0	0
0.73	1	2	74	1	10	14	775	0	0
0.731	1	1	74	2	16	10	469	0	0
0.732	1	1	74	3	16	10	469	0	0
0.733	1	2	74	4	10	16	903	0	0
0.734	1	2	74	5	10	16	903	0	0
0.735	1	2	74	6	10	16	903	0	0
0.736	1	2	74	7	10	16	903	0	0
0.737	1	2	74	8	10	18	967	0	0
0.738	1	2	74	9	10	18	967	0	0
0.739	1	2	74	10	10	18	967	0	0
0.74	1	2	75	1	10	18	967	0	0
0.741	1	1	75	2	16	14	775	0	0
0.742	1	1	75	3	16	14	775	0	0
0.743	1	1	75	4	16	12	597	0	0
0.744	1	1	75	5	16	12	597	0	0
0.745	1	1	75	6	16	12	597	0	0
0.746	1	1	75	7	16	12	597	0	0
0.747	1	1	75	8	16	12	597	0	0
0.748	1	1	75	9	16	12	597	0	0
0.749	1	1	75	10	16	16	903	0	0
0.75	1	1	76	1	16	16	903	0	0
0.751	1	1	76	2	16	16	903	0	0
0.752	1	1	76	3	16	16	903	0	0
0.753	1	1	76	4	16	14	775	0	0
0.754	1	1	76	5	16	14	775	0	0
0.755	1	2	76	6	10	12	597	0	0
0.756	1	2	76	7	10	12	597	0	0
0.757	1	1	76	8	16	12	597	0	0
0.758	1	1	76	9	16	12	597	0	0
0.759	1	1	76	10	16	18	967	0	0
0.76	1	1	77	1	16	18	967	0	0
0.761	1	1	77	2	16	12	597	0	0
0.762	1	1	77	3	16	12	597	0	0
0.763	1	2	77	4	10	14	775	0	0
0.764	1	2	77	5	10	14	775	0	0
0.765	1	2	77	6	10	20	1191	0	0
0.766	1	2	77	7	10	20	1191	0	0
0.767	1	3	77	8	15	20	1191	0	0
0.768	1	3	77	9	15	20	1191	0	0
0.769	1	2	77	10	10	10	469	0	0
0.77	1	2	78	1	10	10	469	0	0
0.771	1	5	78	2	4	18	967	0	0
0.772	1	2	78	3	10	8	421	0	0
0.773	1	1	78	4	16	10	469	0	0
0.774	1	1	78	5	16	10	469	0	0
0.775	1	1	78	6	16	12	597	0	0
0.776	1	1	78	7	16	12	597	0	0
0.777	1	1	78	8	16	10	469	0	0
0.778	1	1	78	9	16	10	469	0	0
0.779	1	2	78	10	10	8	421	0	0
0.78	1	2	79	1	10	8	421	0	0
0.781	1	1	79	2	16	10	469	0	0
0.782	1	1	79	3	16	10	469	0	0
0.783	1	1	79	4	16	12	597	0	0
0.784	1	1	79	5	16	12	597	0	0
0.785	1	2	79	6	10	12	597	0	0
0.786	1	2	79	7	10	12	597	0	0
0.787	1	1	79	8	16	14	775	0	0
0.788	1	1	79	9	16	14	775	0	0
0.789	1	1	79	10	16	14	775	0	0
0.79	1	1	80	1	16	14	775	0	0
0.791	1	2	80	2	10	18	967	0	0
0.792	1	2	80	3	10	18	967	0	0
0.793	1	1	80	4	16	12	597	0	0
0.794	1	1	80	5	16	12	597	0	0
0.795	1	1	80	6	16	6	309	0	0
0.796	1	1	80	7	16	6	309	0	0
0.797	1	1	80	8	16	14	775	0	0
0.798	1	1	80	9	16	14	775	0	0
0.799	1	3	80	10	15	16	903	0	0
0.8	1	3	81	1	15	16	903	0	0
0.801	1	1	81	2	16	16	903	0	0
0.802	1	1	81	3	16	16	903	0	0
0.803	1	1	81	4	16	18	967	0	0
0.804	1	1	81	5	16	18	967	0	0
0.805	1	5	81	6	4	14	775	0	0
0.806	1	5	81	7	4	16	903	0	0
0.807	1	1	81	8	16	12	597	0	0
0.808	1	1	81	9	16	12	597	0	0
0.809	1	2	81	10	10	18	967	0	0
0.81	1	2	82	1	10	18	967	0	0
0.811	1	2	82	2	10	16	903	0	0
0.812	1	2	82	3	10	16	903	0	0
0.813	1	1	82	4	16	14	775	0	0
0.814	1	1	82	5	16	14	775	0	0
0.815	1	1	82	6	16	12	597	0	0
0.816	1	1	82	7	16	12	597	0	0
0.817	1	2	82	8	10	12	597	0	0
0.818	1	2	82	9	10	12	597	0	0
0.819	1	2	82	10	10	18	967	0	0
0.82	1	2	83	1	10	18	967	0	0
0.821	1	1	83	2	16	8	421	0	0
0.822	1	1	83	3	16	8	421	0	0
0.823	1	1	83	4	16	8	421	0	0
0.824	1	1	83	5	16	8	421	0	0
0.825	1	2	83	6	10	12	597	0	0
0.826	1	2	83	7	10	12	597	0	0
0.827	1	2	83	8	10	10	469	0	0
0.828	1	2	83	9	10	10	469	0	0
0.829	1	3	83	10	15	20	1191	0	0
0.83	1	3	84	1	15	20	1191	0	0
0.831	1	3	84	2	15	20	1191	0	0
0.832	1	3	84	3	15	20	1191	0	0
0.833	1	2	84	4	10	18	967	0	0
0.834	1	2	84	5	10	18	967	0	0
0.835	1	1	84	6	16	12	597	0	0
0.836	1	1	84	7	16	12	597	0	0
0.837	1	1	84	8	16	12	597	0	0
0.838	1	1	84	9	16	12	597	0	0
0.839	1	2	84	10	10	12	597	0	0
0.84	1	2	85	1	10	12	597	0	0
0.841	1	1	85	2	16	10	469	0	0
0.842	1	1	85	3	16	10	469	0	0
0.843	1	1	85	4	16	10	469	0	0
0.844	1	1	85	5	16	10	469	0	0
0.845	1	1	85	6	16	8	421	0	0
0.846	1	1	85	7	16	8	421	0	0
0.847	1	4	85	8	1	20	1191	0	0
0.848	1	5	85	9	4	22	1383	0	0
0.849	1	5	85	10	4	22	1383	0	0
0.85	1	4	86	1	1	18	967	0	0
0.851	1	2	86	2	10	16	903	0	0
0.852	1	2	86	3	10	16	903	0	0
0.853	1	2	86	4	10	14	775	0	0
0.854	1	2	86	5	10	14	775	0	0
0.855	1	5	86	6	4	18	967	0	0
0.856	1	4	86	7	1	18	967	0	0
0.857	1	2	86	8	10	12	597	0	0
0.858	1	2	86	9	10	12	597	0	0
0.859	1	2	86	10	10	8	421	0	0
0.86	1	2	87	1	10	8	421	0	0
0.861	1	1	87	2	16	8	421	0	0
0.862	1	1	87	3	16	8	421	0	0
0.863	1	1	87	4	16	14	775	0	0
0.864	1	1	87	5	16	14	775	0	0
0.865	1	1	87	6	16	8	421	0	0
0.866	1	1	87	7	16	8	421	0	0
0.867	1	1	87	8	16	10	469	0	0
0.868	1	1	87	9	16	10	469	0	0
0.869	1	1	87	10	16	12	597	0	0
0.87	1	1	88	1	16	12	597	0	0
0.871	1	3	88	2	15	16	903	0	0
0.872	1	3	88	3	15	16	903	0	0
0.873	1	1	88	4	16	12	597	0	0
0.874	1	1	88	5	16	12	597	0	0
0.875	1	1	88	6	16	10	469	0	0
0.876	1	1	88	7	16	10	469	0	0
0.877	1	1	88	8	16	12	597	0	0
0.878	1	1	88	9	16	12	597	0	0
0.879	1	1	88	10	16	18	967	0	0
0.88	1	1	89	1	16	18	967	0	0
0.881	1	1	89	2	16	20	1191	0	0
0.882	1	1	89	3	16	20	1191	0	0
0.883	1	1	89	4	16	10	469	0	0
0.884	1	1	89	5	16	10	469	0	0
0.885	1	1	89	6	16	20	1191	0	0
0.886	1	1	89	7	16	20	1191	0	0
0.887	1	1	89	8	16	16	903	0	0
0.888	1	1	89	9	16	16	903	0	0
0.889	1	1	89	10	16	14	775	0	0
0.89	1	1	90	1	16	14	775	0	0
0.891	1	1	90	2	16	12	597	0	0
0.892	1	1	90	3	16	12	597	0	0
0.893	1	1	90	4	16	8	421	0	0
0.894	1	1	90	5	16	8	421	0	0
0.895	1	1	90	6	16	10	469	0	0
0.896	1	1	90	7	16	10	469	0	0
0.897	1	1	90	8	16	16	903	0	0
0.898	1	1	90	9	16	16	903	0	0
0.899	1	1	90	10	16	22	1383	0	0
0.9	1	1	91	1	16	22	1383	0	0
0.901	1	1	91	2	16	14	775	0	0
0.902	1	1	91	3	16	14	775	0	0
0.903	1	1	91	4	16	14	775	0	0
0.904	1	1	91	5	16	14	775	0	0
0.905	1	1	91	6	16	12	597	0	0
0.906	1	1	91	7	16	12	597	0	0
0.907	1	1	91	8	16	8	421	0	0
0.908	1	1	91	9	16	8	421	0	0
0.909	1	1	91	10	16	8	421	0	0
0.91	1	1	92	1	16	8	421	0	0
0.911	1	2	92	2	10	16	903	0	0
0.912	1	2	92	3	10	16	903	0	0
0.913	1	1	92	4	16	14	775	0	0
0.914	1	1	92	5	16	14	775	0	0
0.915	1	6	92	6	12	20	1191	0	0
0.916	1	6	92	7	12	20	1191	0	0
0.917	1	1	92	8	16	12	597	0	0
0.918	1	1	92	9	16	12	597	0	0
0.919	1	2	92	10	10	14	775	0	0
0.92	1	2	93	1	10	14	775	0	0
0.921	1	1	93	2	16	10	469	0	0
0.922	1	1	93	3	16	10	469	0	0
0.923	1	1	93	4	16	12	597	0	0
0.924	1	1	93	5	16	12	597	0	0
0.925	1	2	93	6	10	14	775	0	0
0.926	1	2	93	7	10	14	775	0	0
0.927	1	1	93	8	16	8	421	0	0
0.928	1	1	93	9	16	8	421	0	0
0.929	1	2	93	10	10	18	967	0	0
0.93	1	2	94	1	10	18	967	0	0
0.931	1	2	94	2	10	14	775	0	0
0.932	1	2	94	3	10	14	775	0	0
0.933	1	2	94	4	10	14	775	0	0
0.934	1	2	94	5	10	14	775	0	0
0.935	1	2	94	6	10	10	469	0	0
0.936	1	2	94	7	10	10	469	0	0
0.937	1	3	94	8	15	18	967	0	0
0.938	1	3	94	9	15	18	967	0	0
0.939	1	3	94	10	15	18	967	0	0
0.94	1	3	95	1	15	18	967	0	0
0.941	1	2	95	2	10	12	597	0	0
0.942	1	2	95	3	10	12	597	0	0
0.943	1	1	95	4	16	14	775	0	0
0.944	1	1	95	5	16	14	775	0	0
0.945	1	1	95	6	16	18	967	0	0
0.946	1	1	95	7	16	18	967	0	0
0.947	1	1	95	8	16	10	469	0	0
0.948	1	1	95	9	16	10	469	0	0
0.949	1	1	95	10	16	8	421	0	0
0.95	1	1	96	1	16	8	421	0	0
0.951	1	2	96	2	10	18	967	0	0
0.952	1	2	96	3	10	18	967	0	0
0.953	1	2	96	4	10	16	903	0	0
0.954	1	2	96	5	10	16	903	0	0
0.955	1	3	96	6	15	18	967	0	0
0.956	1	3	96	7	15	18	967	0	0
0.957	1	5	96	8	4	20	1191	0	0
0.958	1	3	96	9	15	14	775	0	0
0.959	1	1	96	10	16	4	217	0	0
0.96	1	1	97	1	16	4	217	0	0
0.961	1	1	97	2	16	6	309	0	0
0.962	1	1	97	3	16	6	309	0	0
0.963	1	1	97	4	16	18	967	0	0
0.964	1	1	97	5	16	18	967	0	0
0.965	1	1	97	6	16	16	903	0	0
0.966	1	1	97	7	16	16	903	0	0
0.967	1	2	97	8	10	16	903	0	0
0.968	1	2	97	9	10	16	903	0	0
0.969	1	1	97	10	16	14	775	0	0
0.97	1	1	98	1	16	14	775	0	0
0.971	1	1	98	2	16	8	421	0	0
0.972	1	1	98	3	16	8	421	0	0
0.973	1	1	98	4	16	12	597	0	0
0.974	1	1	98	5	16	12	597	0	0
0.975	1	1	98	6	16	14	775	0	0
0.976	1	1	98	7	16	14	775	0	0
0.977	1	2	98	8	10	14	775	0	0
0.978	1	2	98	9	10	14	775	0	0
0.979	1	2	98	10	10	14	775	0	0
0.98	1	2	99	1	10	14	775	0	0
0.981	1	3	99	2	15	24	1620	0	0
0.982	1	3	99	3	15	24	1620	0	0
0.983	1	3	99	4	15	22	1383	0	0
0.984	1	3	99	5	15	22	1383	0	0
0.985	1	1	99	6	16	10	469	0	0
0.986	1	1	99	7	16	10	469	0	0
0.987	1	1	99	8	16	12	597	0	0
0.988	1	1	99	9	16	12	597	0	0
0.989	1	2	99	10	10	14	775	0	0
0.99	1	2	100	1	10	14	775	0	0
0.991	1	1	100	2	16	16	903	0	0
0.992	1	1	100	3	16	16	903	0	0
0.993	1	1	100	4	16	14	775	0	0
0.994	1	1	100	5	16	14	775	0	0
0.995	1	2	100	6	10	18	967	0	0
0.996	1	2	100	7	10	18	967	0	0
0.997	1	2	100	8	10	12	597	0	0
0.998	1	2	100	9	10	12	597	0	0
0.999	1	3	100	10	15	22	1383	0	0
